Id,ItemType,Category,ReportFormat,KeyCodeName,KeyCode,DWHCode,Formula,FormulaValid,FormulaError,DisplayOrder,DisplayUnit,DisplayFormat,UpdatedDate,UpdatedBy,ItemLevel,ValueType,IsPriceItem,IsTTMRatio,IsOverridable,IsShowReview,SectorFormula
827,Diamond,Balance Sheet,Insurance,Account receivable,Account_Receivable,NULL,Insurance_receivable+Financial_receivable,1,NULL,18,Billion,NULL,28:34.3,ducle@dragoncapital.com,0,NULL,0,0,0,0,NULL
118,Diamond,Balance Sheet,Standard,Account receivable,Account_Receivable,NULL,BS.9,1,NULL,12,Billion,NULL,29:13.8,NULL,0,NULL,0,0,0,0,NULL
600,Diamond,Balance Sheet,Bank,Additional Paid in Capital,Additional_Paid_in_Capital,NULL,BS.69,1,NULL,43,Billion,NULL,49:40.4,dangvu@dragoncapital.com,0,NULL,0,0,0,0,NULL
180,Diamond,Cash Flow,Standard,Net change in Common stock,Adj_Common_Stock,NULL,CF.30+CF.31,1,NULL,74,Billion,NULL,29:13.8,NULL,0,NULL,0,0,0,0,NULL
175,Diamond,Cash Flow,Standard,Net cash from Acquire/ Divest,Adj_Divestment,NULL,CF.26+CF.27,1,NULL,69,Billion,NULL,29:13.8,NULL,0,NULL,0,0,0,0,NULL
174,Diamond,Cash Flow,Standard,Change in LT Investment,Adj_LT_Investment,NULL,CF.24+CF.25,1,NULL,68,Billion,NULL,29:13.8,NULL,0,NULL,0,0,0,0,NULL
169,Diamond,Cash Flow,Standard,Adjustment of Non-cash Item,Adj_Non_Cash_Item,NULL,CF.4+CF.5+CF.6+CF.7+CF.8+CF.9+CF.10,1,NULL,63,Billion,NULL,29:13.8,NULL,0,NULL,0,0,0,0,NULL
181,Diamond,Cash Flow,Standard,Other Financing Activity,Adj_Other_FiCF,NULL,CF.34+CF.36,1,NULL,75,Billion,NULL,29:13.8,NULL,0,NULL,0,0,0,0,NULL
176,Diamond,Cash Flow,Standard,Other Investment Activity,Adj_Other_InCF,NULL,CF.28,1,NULL,70,Billion,NULL,29:13.8,NULL,0,NULL,0,0,0,0,NULL
171,Diamond,Cash Flow,Standard,Other Operating Activity,Adj_Other_OpCF,NULL,CF.17+CF.18+CF.19+CF.20,1,NULL,65,Billion,NULL,29:13.8,NULL,0,NULL,0,0,0,0,NULL
179,Diamond,Cash Flow,Standard,Net change in Debt,Adj_Total_Debt,NULL,CF.32+CF.33,1,NULL,73,Billion,NULL,29:13.8,NULL,0,NULL,0,0,0,0,NULL
170,Diamond,Cash Flow,Standard,Change in Working Capital,Adj_Working_Cap,NULL,CF.12+CF.13+CF.14+CF.15+CF.16,1,NULL,64,Billion,NULL,29:13.8,NULL,0,NULL,0,0,0,0,NULL
836,Diamond,Balance Sheet,Insurance,Advanced from customers,Advance_From_Custmers,NULL,BS.89+BS.95+BS.96,1,NULL,28,Billion,NULL,28:36.2,dangvu@dragoncapital.com,0,NULL,0,0,0,0,NULL
133,Diamond,Balance Sheet,Standard,Advance from Customers,Advance_From_Custmers,NULL,BS.70+BS.76,1,NULL,26,Billion,NULL,29:13.8,NULL,0,NULL,0,0,0,0,NULL
1282,Diamond,Balance Sheet,Security,Advanced from customer,Advanced_Customer,NULL,BS.105+BS.129,1,NULL,20,Billion,NULL,52:24.9,NULL,0,NULL,0,0,0,0,NULL
1312,Diamond,Income Statement,Security,Gain/(loss) in affliates divestments,Affiliates_Divestment,NULL,IS.46,1,NULL,56,Billion,NULL,52:24.9,NULL,0,NULL,0,0,0,0,NULL
157,Diamond,Income Statement,Standard,Income from investments in other entities,Affliate_Income,NULL,IS.16+IS.9,1,NULL,51,Billion,NULL,45:02.5,dangvu@dragoncapital.com,0,NULL,0,0,0,0,NULL
636,Diamond,Supplements,Bank,AFS debt securities,AFS_debt_securities,NULL,NULL,1,NULL,76,Billion,NULL,19:28.9,dangvu@dragoncapital.com,0,NULL,0,0,0,0,NULL
1266,Diamond,Balance Sheet,Security,AFS market value,AFS_MV,NULL,BS.9+BS.58,1,NULL,3,Billion,NULL,21:36.9,tri.pham@dragoncapital.com,0,NULL,0,0,0,0,NULL
575,Diamond,Balance Sheet,Bank,AFS Securities,AFS_Securities,NULL,BS.19,1,NULL,15,Billion,NULL,08:53.6,NULL,0,NULL,0,0,0,0,NULL
582,Diamond,Balance Sheet,Bank,Allowance for loan losses,Allowance_for_loan_losses,NULL,Provision_for_customer_loan+Provision_for_Interbank_loan+Provision_debt_purchase,1,NULL,22,Billion,NULL,03:46.2,ducle@dragoncapital.com,0,NULL,0,0,0,0,NULL
562,Diamond,Overview,Bank,Analyst,Analyst,NULL,NULL,1,NULL,2,NULL,NULL,08:53.6,NULL,0,Text,0,0,0,0,NULL
811,Diamond,Overview,Insurance,Analyst,Analyst,NULL,NULL,1,NULL,2,NULL,NULL,32:40.7,NULL,0,Text,0,0,0,0,NULL
1258,Diamond,Overview,Security,Analyst,Analyst,NULL,NULL,1,NULL,2,NULL,NULL,01:33.7,tri.pham@dragoncapital.com,0,Text,0,0,0,0,NULL
108,Diamond,Overview,Standard,Analyst,Analyst,NULL,NULL,1,NULL,2,NULL,NULL,29:13.8,NULL,0,Text,0,0,0,0,NULL
1350,Ratio,Asset & Equity Structure,Security,Asset/ Equity,Asset_Equity,NULL,TOTAL_Asset/TOTAL_Equity,1,NULL,6,NULL,0,56:47.1,hai@athenapros.com,0,NULL,0,0,0,0,NULL
917,Ratio,Growth Rate,Insurance,Asset growth %,Asset_growth,NULL,YoY_Total_Asset,1,NULL,1,NULL,0,58:41.8,dangvu@dragoncapital.com,0,NULL,0,0,0,0,NULL
2170,Ratio,Long Term Solvency,Standard,Asset/Equity,Asset_Over_Equity,NULL,TOTAL_Asset/TOTAL_Equity,1,NULL,1,NULL,0,01:21.2,duynguyen@dragoncapital.com,0,NULL,0,0,0,0,NULL
1291,Diamond,Balance Sheet,Security,Asset revaluation,Asset_Revaluation,NULL,BS.152,1,NULL,30,Billion,NULL,52:24.9,NULL,0,NULL,0,0,0,0,NULL
1314,Diamond,Income Statement,Security,Income from associate companies,Associate_Income,NULL,IS.55+IS.47,1,NULL,58,Billion,NULL,52:24.9,NULL,0,NULL,0,0,0,0,NULL
634,Diamond,Supplements,Bank,Bad,Bad,NULL,Nt.70,1,NULL,74,Billion,NULL,10:18.0,ducle@dragoncapital.com,0,NULL,0,0,0,0,NULL
1608,Diamond,Supplements,Bank,Book value,Book_value,NULL,Total_Equity-Minority_Interest,1,NULL,87,Billion,NULL,08:23.1,tri.pham@dragoncapital.com,0,NULL,0,0,0,0,NULL
1609,Diamond,Supplements,Insurance,Book value,Book_value,NULL,Total_Equity-Minority_Interest,1,NULL,81,Billion,NULL,09:46.7,tri.pham@dragoncapital.com,0,NULL,0,0,0,0,NULL
1866,Diamond,Supplements,Security,Book value,Book_value,NULL,Total_Equity-Minority_Interest,1,NULL,6,Billion,NULL,29:23.1,tri.pham@dragoncapital.com,0,NULL,0,0,0,0,NULL
1867,Diamond,Supplements,Standard,Book value,Book_value,NULL,Total_Equity-Minority_Interest,1,NULL,90,Billion,NULL,30:46.1,tri.pham@dragoncapital.com,0,NULL,0,0,0,0,NULL
886,Diamond,Supplements,Insurance,Book value/share,Book_value_share,NULL,(Total_Equity-Minority_Interest)/OS,1,NULL,77,NULL,NULL,32:00.7,tri.pham@dragoncapital.com,0,NULL,1,0,0,0,NULL
1610,Diamond,Supplements,Security,Book value/share,Book_value_share,NULL,(Total_Equity-Minority_Interest)/OS,1,NULL,1,NULL,NULL,28:23.0,tri.pham@dragoncapital.com,0,NULL,0,0,0,0,NULL
641,Ratio,Valuation,Bank,Book value/share,Book_value_share,NULL,(Total_Equity-Minority_Interest)/OS,1,NULL,3,NULL,"0,000",21:24.2,ducle@dragoncapital.com,0,NULL,0,0,0,1,NULL
1607,Ratio,Other,Standard,Book value/share,Book_value_share,NULL,(Total_Equity-Minority_Interest)/OS,1,NULL,33,NULL,NULL,30:29.4,tri.pham@dragoncapital.com,0,NULL,0,0,0,0,NULL
373,BS,NULL,Standard,CURRENT ASSETS,BS.1,BSA1,NULL,1,NULL,1,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
687,BS,NULL,Bank,TOTAL ASSETS,BS.1,BSA53,NULL,1,NULL,1,Billion,NULL,10:47.0,NULL,0,NULL,0,0,0,0,NULL
1360,BS,NULL,Security,CURRENT ASSETS,BS.1,BSA1,NULL,1,NULL,1,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
926,BS,NULL,Insurance,CURRENT ASSETS,BS.1,BSA1,NULL,1,NULL,1,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
935,BS,NULL,Insurance,Trade accounts receivable,BS.10,BSA9,NULL,1,NULL,10,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1369,BS,NULL,Security,Provision for diminution,BS.10,BSA7,NULL,1,NULL,10,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
382,BS,NULL,Standard,Trade accounts receivable,BS.10,BSA9,NULL,1,NULL,10,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
696,BS,NULL,Bank,Less: Provision for diminution in value of trading securities,BS.10,BSB101,NULL,1,NULL,10,Billion,NULL,10:47.0,NULL,0,NULL,0,0,0,0,NULL
784,BS,NULL,Bank,Other commitments,BS.100,BSB186,NULL,1,NULL,99,Billion,NULL,10:47.0,NULL,0,NULL,0,0,0,0,NULL
472,BS,NULL,Standard,Paid-in capital,BS.100,BSA80,NULL,1,NULL,125,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1459,BS,NULL,Security,Short term bonds issued,BS.100,BSS242,NULL,1,NULL,100,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1025,BS,NULL,Insurance,Price stabilization fund,BS.100,BSA168,NULL,1,NULL,100,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1026,BS,NULL,Insurance,Government bonds purchased for resale,BS.101,BSA169,NULL,1,NULL,101,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1460,BS,NULL,Security,Borrowings form payable assistance fund,BS.101,BSS243,NULL,1,NULL,101,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
473,BS,NULL,Standard,Common shares,BS.101,BSA175,NULL,1,NULL,126,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1027,BS,NULL,Insurance,Amount due to customers,BS.102,BSI147,NULL,1,NULL,102,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1461,BS,NULL,Security,Payables to securities trading,BS.102,BSS135,NULL,1,NULL,102,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
474,BS,NULL,Standard,Preferred shares,BS.102,BSB120,NULL,1,NULL,127,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1028,BS,NULL,Insurance,Deposit from commercial banks,BS.103,BSI148,NULL,1,NULL,103,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1462,BS,NULL,Security,Payable arise from transaction errors,BS.103,BSS244,NULL,1,NULL,103,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
475,BS,NULL,Standard,Share premium,BS.103,BSA81,NULL,1,NULL,128,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
476,BS,NULL,Standard,Conversion options on convertible bonds,BS.104,NULL,NULL,1,NULL,129,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1029,BS,NULL,Insurance,Deposit from customers,BS.104,BSI149,NULL,1,NULL,104,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1463,BS,NULL,Security,Trade accounts payable,BS.104,BSA57,NULL,1,NULL,104,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
477,BS,NULL,Standard,Owner's other capital,BS.105,BSA82,NULL,1,NULL,130,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1030,BS,NULL,Insurance,Insurance reserve,BS.105,BSI202,NULL,1,NULL,105,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1464,BS,NULL,Security,Advances from customers,BS.105,BSA58,NULL,1,NULL,105,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
478,BS,NULL,Standard,Treasury shares,BS.106,BSA83,NULL,1,NULL,131,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1031,BS,NULL,Insurance,Unearned premium reserve,BS.106,BSI203,NULL,1,NULL,106,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1465,BS,NULL,Security,Taxes and other payable to State Budget,BS.106,BSA59,NULL,1,NULL,106,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1032,BS,NULL,Insurance,Mathematical reserve,BS.107,BSI204,NULL,1,NULL,107,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1466,BS,NULL,Security,Payable to employees,BS.107,BSA60,NULL,1,NULL,107,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
479,BS,NULL,Standard,Differences upon asset revaluation,BS.107,BSA84,NULL,1,NULL,132,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1033,BS,NULL,Insurance,Claim reserve,BS.108,BSI205,NULL,1,NULL,108,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1467,BS,NULL,Security,Employees' welfare payable to authorities,BS.108,BSS245,NULL,1,NULL,108,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
480,BS,NULL,Standard,Foreign exchange differences,BS.108,BSA85,NULL,1,NULL,133,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1034,BS,NULL,Insurance,Catastrophe reserve,BS.109,BSI206,NULL,1,NULL,109,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1468,BS,NULL,Security,Accrued expenses,BS.109,BSA61,NULL,1,NULL,109,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
481,BS,NULL,Standard,Investment and development funds,BS.109,BSA86,NULL,1,NULL,134,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
697,BS,NULL,Bank,Derivatives and other financial assets,BS.11,BSB102,NULL,1,NULL,11,Billion,NULL,10:47.0,NULL,0,NULL,0,0,0,0,NULL
936,BS,NULL,Insurance,#NAME?,BS.11,BSI198,NULL,1,NULL,11,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1370,BS,NULL,Security,Accounts receivable,BS.11,BSA8,NULL,1,NULL,11,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
383,BS,NULL,Standard,Prepayments to suppliers,BS.11,BSA10,NULL,1,NULL,11,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
482,BS,NULL,Standard,Enterprise arrangement fund,BS.110,BSA91,NULL,1,NULL,135,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1035,BS,NULL,Insurance,Dividend reserves,BS.110,BSI207,NULL,1,NULL,110,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1469,BS,NULL,Security,Intercompany payables,BS.110,BSA62,NULL,1,NULL,110,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
483,BS,NULL,Standard,Financial researve funds,BS.111,BSA87,NULL,1,NULL,136,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1036,BS,NULL,Insurance,Equalization reserves,BS.111,BSI208,NULL,1,NULL,111,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1470,BS,NULL,Security,Short-term unrealized revenue,BS.111,BSA167,NULL,1,NULL,111,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
484,BS,NULL,Standard,Other funds,BS.112,BSA89,NULL,1,NULL,137,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1037,BS,NULL,Insurance,Long-term borrowings and liabilities,BS.112,BSA67,NULL,1,NULL,112,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1471,BS,NULL,Security,Short term collaterals received,BS.112,BSS246,NULL,1,NULL,112,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1038,BS,NULL,Insurance,Long-term trade payables,BS.113,BSA68,NULL,1,NULL,113,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1472,BS,NULL,Security,Construction contract in progress payables (Before 2016),BS.113,BSA63,NULL,1,NULL,113,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
485,BS,NULL,Standard,Undistributed earnings,BS.113,BSA90,NULL,1,NULL,138,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1039,BS,NULL,Insurance,Long-term advances from customers,BS.114,BSA170,NULL,1,NULL,114,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1473,BS,NULL,Security,"Dividend, principal and interest payables (Before 2016)",BS.114,BSS136,NULL,1,NULL,114,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
486,BS,NULL,Standard,Beginning accumulated undistributed earnings,BS.114,BSA177,NULL,1,NULL,139,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1040,BS,NULL,Insurance,Long-term accrued expenses,BS.115,BSA171,NULL,1,NULL,115,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1474,BS,NULL,Security,Payables to securities issuers (Before 2016),BS.115,BSS137,NULL,1,NULL,115,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
487,BS,NULL,Standard,Current period undistributed earnings,BS.115,BSA178,NULL,1,NULL,140,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
488,BS,NULL,Standard,Minority interests,BS.116,BSA210,NULL,1,NULL,141,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1041,BS,NULL,Insurance,Intra-company payables for operating capital received,BS.116,BSA172,NULL,1,NULL,116,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1475,BS,NULL,Security,Other payables,BS.116,BSA64,NULL,1,NULL,116,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
489,BS,NULL,Standard,Budget sources and other funds,BS.117,BSA92,NULL,1,NULL,142,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1042,BS,NULL,Insurance,Long-term intercompany payables,BS.117,BSA69,NULL,1,NULL,117,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1476,BS,NULL,Security,Provision for ST liabilities,BS.117,BSA65,NULL,1,NULL,117,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
490,BS,NULL,Standard,Bonus and welfare funds (Before 2010),BS.118,BSA93,NULL,1,NULL,143,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1043,BS,NULL,Insurance,Other long-term payables,BS.118,BSA70,NULL,1,NULL,118,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1477,BS,NULL,Security,Bonus and welfare funds,BS.118,BSA66,NULL,1,NULL,118,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1478,BS,NULL,Security,Price stabilization fund (Before 2016),BS.119,BSA168,NULL,1,NULL,119,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1044,BS,NULL,Insurance,Long-term borrowings,BS.119,BSA71,NULL,1,NULL,119,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
491,BS,NULL,Standard,Budget sources and other funds,BS.119,BSA94,NULL,1,NULL,144,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
384,BS,NULL,Standard,Intercompany receivables,BS.12,BSA11,NULL,1,NULL,12,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
698,BS,NULL,Bank,"Loans and advances to customers, net",BS.12,BSB103,NULL,1,NULL,12,Billion,NULL,10:47.0,NULL,0,NULL,0,0,0,0,NULL
937,BS,NULL,Insurance,#NAME?,BS.12,BSI199,NULL,1,NULL,12,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1371,BS,NULL,Security,Receivables (from 2016),BS.12,BSS217,NULL,1,NULL,12,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1479,BS,NULL,Security,Government bonds purchased for resale,BS.120,BSA169,NULL,1,NULL,120,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1045,BS,NULL,Insurance,Convertible bonds,BS.120,BSA173,NULL,1,NULL,120,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
492,BS,NULL,Standard,Funds used for fixed asset acquisitions,BS.120,BSA211,NULL,1,NULL,145,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1480,BS,NULL,Security,Long-term liabilities,BS.121,BSA67,NULL,1,NULL,121,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1046,BS,NULL,Insurance,Preferred shares,BS.121,BSA174,NULL,1,NULL,121,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
493,BS,NULL,Standard,MINORITY INTERESTS,BS.121,BSA95,NULL,1,NULL,146,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1481,BS,NULL,Security,Long-term borrowings,BS.122,BSA71,NULL,1,NULL,122,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1047,BS,NULL,Insurance,"Long-term deposit, mortgage",BS.122,BSI150,NULL,1,NULL,122,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
494,BS,NULL,Standard,TOTAL RESOURCES,BS.122,BSA96,NULL,1,NULL,147,Billion,NULL,45:10.0,NULL,0,NULL,0,0,0,0,NULL
1482,BS,NULL,Security,Long term borrowings,BS.123,BSS247,NULL,1,NULL,123,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1048,BS,NULL,Insurance,Deferred income tax payable,BS.123,BSA72,NULL,1,NULL,123,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1483,BS,NULL,Security,Long term financial lease,BS.124,BSS248,NULL,1,NULL,124,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1049,BS,NULL,Insurance,Provision for severance allowance,BS.124,BSA73,NULL,1,NULL,124,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1484,BS,NULL,Security,Long term financial assets borrowings,BS.125,BSS249,NULL,1,NULL,125,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1050,BS,NULL,Insurance,Provision for long-term liabilities,BS.125,BSA74,NULL,1,NULL,125,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1485,BS,NULL,Security,Convertible bonds,BS.126,BSA173,NULL,1,NULL,126,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1051,BS,NULL,Insurance,Deffered revenue,BS.126,BSA76,NULL,1,NULL,126,Billion,NULL,35:03.4,NULL,0,NULL,0,0,0,0,NULL
1486,BS,NULL,Security,Long term bonds,BS.127,BSS250,NULL,1,NULL,127,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
